Date;Indicator;Values
2020-01-01;Global..Consumer.confidence.index;100.7
2020-02-01;Europe..Business.confidence.index;99.1
2020-02-01;Europe..Consumer.confidence.index;100.5
2020-02-01;Germany..Business.confidence.index;99.1
2020-02-01;Germany..Composite.leading.indicator;98.8
2020-02-01;Germany..Consumer.confidence.index;100.6
2020-02-01;Global..Business.confidence.index;99.0
2020-02-01;Global..Consumer.confidence.index;100.2
2020-03-01;Europe..Business.confidence.index;97.5
2020-03-01;Europe..Consumer.confidence.index;98.9
2020-03-01;Germany..Business.confidence.index;98.4
2020-03-01;Germany..Composite.leading.indicator;96.0
2020-03-01;Germany..Consumer.confidence.index;99.8
2020-03-01;Global..Business.confidence.index;98.0
2020-03-01;Global..Consumer.confidence.index;99.2
2020-04-01;Europe..Business.confidence.index;95.6
2020-04-01;Europe..Consumer.confidence.index;97.2
2020-04-01;Germany..Business.confidence.index;97.7
2020-04-01;Germany..Composite.leading.indicator;90.9
2020-04-01;Germany..Consumer.confidence.index;99.0
2020-04-01;Global..Business.confidence.index;96.9
2020-04-01;Global..Consumer.confidence.index;98.1
2020-05-01;Europe..Business.confidence.index;95.3
2020-05-01;Europe..Consumer.confidence.index;97.0
2020-05-01;Germany..Business.confidence.index;97.6
2020-05-01;Germany..Composite.leading.indicator;93.0
2020-05-01;Germany..Consumer.confidence.index;98.9
2020-05-01;Global..Business.confidence.index;96.8
2020-05-01;Global..Consumer.confidence.index;97.7
2020-06-01;Europe..Business.confidence.index;96.2
2020-06-01;Europe..Consumer.confidence.index;97.7
2020-06-01;Germany..Business.confidence.index;98.2
2020-06-01;Germany..Composite.leading.indicator;97.2
2020-06-01;Germany..Consumer.confidence.index;99.3
2020-06-01;Global..Business.confidence.index;97.5
2020-06-01;Global..Consumer.confidence.index;97.9
2020-07-01;Europe..Business.confidence.index;97.5
2020-07-01;Europe..Consumer.confidence.index;98.4
2020-07-01;Germany..Business.confidence.index;98.9
2020-07-01;Germany..Composite.leading.indicator;98.6
2020-07-01;Germany..Consumer.confidence.index;99.7
2020-07-01;Global..Business.confidence.index;98.4
2020-07-01;Global..Consumer.confidence.index;98.2
2020-08-01;Europe..Business.confidence.index;98.5
2020-08-01;Europe..Consumer.confidence.index;98.9
2020-08-01;Germany..Business.confidence.index;99.5
2020-08-01;Germany..Composite.leading.indicator;99.1
2020-08-01;Germany..Consumer.confidence.index;100.0
2020-08-01;Global..Business.confidence.index;99.1
2020-08-01;Global..Consumer.confidence.index;98.5
2020-09-01;Europe..Business.confidence.index;99.2
2020-09-01;Europe..Consumer.confidence.index;99.0
2020-09-01;Germany..Business.confidence.index;100.0
2020-09-01;Germany..Composite.leading.indicator;99.3
2020-09-01;Germany..Consumer.confidence.index;100.0
2020-09-01;Global..Business.confidence.index;99.5
2020-09-01;Global..Consumer.confidence.index;98.7
2020-10-01;Europe..Business.confidence.index;99.6
2020-10-01;Europe..Consumer.confidence.index;98.8
2020-10-01;Germany..Business.confidence.index;100.3
2020-10-01;Germany..Composite.leading.indicator;99.5
2020-10-01;Germany..Consumer.confidence.index;99.9
2020-10-01;Global..Business.confidence.index;99.9
2020-10-01;Global..Consumer.confidence.index;98.8
2020-11-01;Europe..Business.confidence.index;99.8
2020-11-01;Europe..Consumer.confidence.index;98.7
2020-11-01;Germany..Business.confidence.index;100.5
2020-11-01;Germany..Composite.leading.indicator;99.7
2020-11-01;Germany..Consumer.confidence.index;99.6
2020-11-01;Global..Business.confidence.index;100.0
2020-11-01;Global..Consumer.confidence.index;98.8
2020-12-01;Europe..Business.confidence.index;100.2
2020-12-01;Europe..Consumer.confidence.index;98.9
2020-12-01;Germany..Business.confidence.index;100.8
2020-12-01;Germany..Composite.leading.indicator;100.0
2020-12-01;Germany..Consumer.confidence.index;99.5
2020-12-01;Global..Business.confidence.index;100.2
2020-12-01;Global..Consumer.confidence.index;98.9
2021-01-01;Europe..Business.confidence.index;100.6
2021-01-01;Europe..Consumer.confidence.index;99.1
2021-01-01;Germany..Business.confidence.index;101.1
2021-01-01;Germany..Composite.leading.indicator;100.3
2021-01-01;Germany..Consumer.confidence.index;99.4
2021-01-01;Global..Business.confidence.index;100.5
2021-01-01;Global..Consumer.confidence.index;99.0
2021-02-01;Europe..Business.confidence.index;101.1
2021-02-01;Europe..Consumer.confidence.index;99.5
2021-02-01;Germany..Business.confidence.index;101.6
2021-02-01;Germany..Composite.leading.indicator;100.8
2021-02-01;Germany..Consumer.confidence.index;99.6
2021-02-01;Global..Business.confidence.index;100.8
2021-02-01;Global..Consumer.confidence.index;99.3
2021-03-01;Europe..Business.confidence.index;101.7
2021-03-01;Europe..Consumer.confidence.index;100.0
2021-03-01;Germany..Business.confidence.index;102.2
2021-03-01;Germany..Composite.leading.indicator;101.3
2021-03-01;Germany..Consumer.confidence.index;99.9
2021-03-01;Global..Business.confidence.index;101.2
2021-03-01;Global..Consumer.confidence.index;99.7
2021-04-01;Europe..Business.confidence.index;102.2
2021-04-01;Europe..Consumer.confidence.index;100.7
2021-04-01;Germany..Business.confidence.index;102.6
2021-04-01;Germany..Composite.leading.indicator;101.8
2021-04-01;Germany..Consumer.confidence.index;100.2
2021-04-01;Global..Business.confidence.index;101.5
2021-04-01;Global..Consumer.confidence.index;100.0
2021-05-01;Europe..Business.confidence.index;102.7
2021-05-01;Europe..Consumer.confidence.index;101.6
2021-05-01;Germany..Business.confidence.index;102.9
2021-05-01;Germany..Composite.leading.indicator;102.3
2021-05-01;Germany..Consumer.confidence.index;100.7
2021-05-01;Global..Business.confidence.index;101.7
2021-05-01;Global..Consumer.confidence.index;100.3
2021-06-01;Europe..Business.confidence.index;103.1
2021-06-01;Europe..Consumer.confidence.index;102.2
2021-06-01;Germany..Business.confidence.index;103.2
2021-06-01;Germany..Composite.leading.indicator;102.6
2021-06-01;Germany..Consumer.confidence.index;101.2
2021-06-01;Global..Business.confidence.index;101.9
2021-06-01;Global..Consumer.confidence.index;100.4
2021-07-01;Europe..Business.confidence.index;103.4
2021-07-01;Europe..Consumer.confidence.index;102.3
2021-07-01;Germany..Business.confidence.index;103.4
2021-07-01;Germany..Composite.leading.indicator;102.8
2021-07-01;Germany..Consumer.confidence.index;101.3
2021-07-01;Global..Business.confidence.index;102.0
2021-07-01;Global..Consumer.confidence.index;100.3
2021-08-01;Europe..Business.confidence.index;103.6
2021-08-01;Europe..Consumer.confidence.index;102.2
2021-08-01;Germany..Business.confidence.index;103.5
2021-08-01;Germany..Composite.leading.indicator;102.8
2021-08-01;Germany..Consumer.confidence.index;101.3
2021-08-01;Global..Business.confidence.index;102.0
2021-08-01;Global..Consumer.confidence.index;100.1
2021-09-01;Europe..Business.confidence.index;103.7
2021-09-01;Europe..Consumer.confidence.index;102.1
2021-09-01;Germany..Business.confidence.index;103.5
2021-09-01;Germany..Composite.leading.indicator;102.8
2021-09-01;Germany..Consumer.confidence.index;101.3
2021-09-01;Global..Business.confidence.index;102.0
2021-09-01;Global..Consumer.confidence.index;99.9
2021-10-01;Europe..Business.confidence.index;103.7
2021-10-01;Europe..Consumer.confidence.index;101.7
2021-10-01;Germany..Business.confidence.index;103.5
2021-10-01;Germany..Composite.leading.indicator;102.6
2021-10-01;Germany..Consumer.confidence.index;101.1
2021-10-01;Global..Business.confidence.index;102.1
2021-10-01;Global..Consumer.confidence.index;99.8
2021-11-01;Europe..Business.confidence.index;103.7
2021-11-01;Europe..Consumer.confidence.index;101.1
2021-11-01;Germany..Business.confidence.index;103.4
2021-11-01;Germany..Composite.leading.indicator;102.4
2021-11-01;Germany..Consumer.confidence.index;100.8
2021-11-01;Global..Business.confidence.index;102.1
2021-11-01;Global..Consumer.confidence.index;99.5
2021-12-01;Europe..Business.confidence.index;103.7
2021-12-01;Europe..Consumer.confidence.index;100.6
2021-12-01;Germany..Business.confidence.index;103.5
2021-12-01;Germany..Composite.leading.indicator;102.2
2021-12-01;Germany..Consumer.confidence.index;100.5
2021-12-01;Global..Business.confidence.index;102.0
2021-12-01;Global..Consumer.confidence.index;99.3
2022-01-01;Europe..Business.confidence.index;103.5
2022-01-01;Europe..Consumer.confidence.index;100.0
2022-01-01;Germany..Business.confidence.index;103.4
2022-01-01;Germany..Composite.leading.indicator;102.0
2022-01-01;Germany..Consumer.confidence.index;100.3
2022-01-01;Global..Business.confidence.index;101.8
2022-01-01;Global..Consumer.confidence.index;99.0
2022-02-01;Europe..Business.confidence.index;103.2
2022-02-01;Europe..Consumer.confidence.index;98.9
2022-02-01;Germany..Business.confidence.index;103.2
2022-02-01;Germany..Composite.leading.indicator;101.7
2022-02-01;Germany..Consumer.confidence.index;99.8
2022-02-01;Global..Business.confidence.index;101.7
2022-02-01;Global..Consumer.confidence.index;98.5
2022-03-01;Europe..Business.confidence.index;102.8
2022-03-01;Europe..Consumer.confidence.index;97.3
2022-03-01;Germany..Business.confidence.index;102.9
2022-03-01;Germany..Composite.leading.indicator;101.3
2022-03-01;Germany..Consumer.confidence.index;99.0
2022-03-01;Global..Business.confidence.index;101.5
2022-03-01;Global..Consumer.confidence.index;97.9
2022-04-01;Europe..Business.confidence.index;102.4
2022-04-01;Europe..Consumer.confidence.index;96.2
2022-04-01;Germany..Business.confidence.index;102.7
2022-04-01;Germany..Composite.leading.indicator;101.0
2022-04-01;Germany..Consumer.confidence.index;98.3
2022-04-01;Global..Business.confidence.index;101.3
2022-04-01;Global..Consumer.confidence.index;97.6
2022-05-01;Europe..Business.confidence.index;102.2
2022-05-01;Europe..Consumer.confidence.index;95.6
2022-05-01;Germany..Business.confidence.index;102.6
2022-05-01;Germany..Composite.leading.indicator;100.6
2022-05-01;Germany..Consumer.confidence.index;97.9
2022-05-01;Global..Business.confidence.index;101.1
2022-05-01;Global..Consumer.confidence.index;97.2
2022-06-01;Europe..Business.confidence.index;102.0
2022-06-01;Europe..Consumer.confidence.index;95.0
2022-06-01;Germany..Business.confidence.index;102.4
2022-06-01;Germany..Composite.leading.indicator;100.2
2022-06-01;Germany..Consumer.confidence.index;97.5
2022-06-01;Global..Business.confidence.index;100.8
2022-06-01;Global..Consumer.confidence.index;96.8
2022-07-01;Europe..Business.confidence.index;101.6
2022-07-01;Europe..Consumer.confidence.index;94.6
2022-07-01;Germany..Business.confidence.index;102.1
2022-07-01;Germany..Composite.leading.indicator;99.8
2022-07-01;Germany..Consumer.confidence.index;97.0
2022-07-01;Global..Business.confidence.index;100.5
2022-07-01;Global..Consumer.confidence.index;96.6
2022-08-01;Europe..Business.confidence.index;101.3
2022-08-01;Europe..Consumer.confidence.index;94.4
2022-08-01;Germany..Business.confidence.index;101.8
2022-08-01;Germany..Composite.leading.indicator;99.5
2022-08-01;Germany..Consumer.confidence.index;96.6
2022-08-01;Global..Business.confidence.index;100.2
2022-08-01;Global..Consumer.confidence.index;96.6
2022-09-01;Europe..Business.confidence.index;101.0
2022-09-01;Europe..Consumer.confidence.index;94.2
2022-09-01;Germany..Business.confidence.index;101.5
2022-09-01;Germany..Composite.leading.indicator;99.3
2022-09-01;Germany..Consumer.confidence.index;96.3
2022-09-01;Global..Business.confidence.index;99.9
2022-09-01;Global..Consumer.confidence.index;96.6
2022-10-01;Europe..Business.confidence.index;100.8
2022-10-01;Europe..Consumer.confidence.index;94.4
2022-10-01;Germany..Business.confidence.index;101.3
2022-10-01;Germany..Composite.leading.indicator;99.2
2022-10-01;Germany..Consumer.confidence.index;96.3
2022-10-01;Global..Business.confidence.index;99.7
2022-10-01;Global..Consumer.confidence.index;96.7
2022-11-01;Europe..Business.confidence.index;100.7
2022-11-01;Europe..Consumer.confidence.index;95.1
2022-11-01;Germany..Business.confidence.index;101.2
2022-11-01;Germany..Composite.leading.indicator;99.2
2022-11-01;Germany..Consumer.confidence.index;96.7
2022-11-01;Global..Business.confidence.index;99.6
2022-11-01;Global..Consumer.confidence.index;96.9
2022-12-01;Europe..Business.confidence.index;100.7
2022-12-01;Europe..Consumer.confidence.index;95.7
2022-12-01;Germany..Business.confidence.index;101.2
2022-12-01;Germany..Composite.leading.indicator;99.3
2022-12-01;Germany..Consumer.confidence.index;97.3
2022-12-01;Global..Business.confidence.index;99.6
2022-12-01;Global..Consumer.confidence.index;97.2
2023-01-01;Europe..Business.confidence.index;100.8
2023-01-01;Europe..Consumer.confidence.index;96.3
2023-01-01;Germany..Business.confidence.index;101.2
2023-01-01;Germany..Composite.leading.indicator;99.5
2023-01-01;Germany..Consumer.confidence.index;97.8
2023-01-01;Global..Business.confidence.index;99.6
2023-01-01;Global..Consumer.confidence.index;97.5
2023-02-01;Europe..Business.confidence.index;100.7
2023-02-01;Europe..Consumer.confidence.index;96.7
2023-02-01;Germany..Business.confidence.index;101.1
2023-02-01;Germany..Composite.leading.indicator;99.6
2023-02-01;Germany..Consumer.confidence.index;98.3
2023-02-01;Global..Business.confidence.index;99.6
2023-02-01;Global..Consumer.confidence.index;97.7
2023-03-01;Europe..Business.confidence.index;100.5
2023-03-01;Europe..Consumer.confidence.index;97.0
2023-03-01;Germany..Business.confidence.index;100.9
2023-03-01;Germany..Composite.leading.indicator;99.6
2023-03-01;Germany..Consumer.confidence.index;98.6
2023-03-01;Global..Business.confidence.index;99.5
2023-03-01;Global..Consumer.confidence.index;97.9
2023-04-01;Europe..Business.confidence.index;100.2
2023-04-01;Europe..Consumer.confidence.index;97.4
2023-04-01;Germany..Business.confidence.index;100.6
2023-04-01;Germany..Composite.leading.indicator;99.6
2023-04-01;Germany..Consumer.confidence.index;98.9
2023-04-01;Global..Business.confidence.index;99.4
2023-04-01;Global..Consumer.confidence.index;98.1
2023-05-01;Europe..Business.confidence.index;99.8
2023-05-01;Europe..Consumer.confidence.index;97.7
2023-05-01;Germany..Business.confidence.index;100.2
2023-05-01;Germany..Composite.leading.indicator;99.4
2023-05-01;Germany..Consumer.confidence.index;99.0
2023-05-01;Global..Business.confidence.index;99.3
2023-05-01;Global..Consumer.confidence.index;98.3
2023-06-01;Europe..Business.confidence.index;99.5
2023-06-01;Europe..Consumer.confidence.index;98.0
2023-06-01;Germany..Business.confidence.index;99.8
2023-06-01;Germany..Composite.leading.indicator;99.2
2023-06-01;Germany..Consumer.confidence.index;99.0
2023-06-01;Global..Business.confidence.index;99.3
2023-06-01;Global..Consumer.confidence.index;98.5
2023-07-01;Europe..Business.confidence.index;99.2
2023-07-01;Europe..Consumer.confidence.index;98.1
2023-07-01;Germany..Business.confidence.index;99.4
2023-07-01;Germany..Composite.leading.indicator;99.0
2023-07-01;Germany..Consumer.confidence.index;98.9
2023-07-01;Global..Business.confidence.index;99.3
2023-07-01;Global..Consumer.confidence.index;98.6
2023-08-01;Europe..Business.confidence.index;99.1
2023-08-01;Europe..Consumer.confidence.index;98.0
2023-08-01;Germany..Business.confidence.index;99.1
2023-08-01;Germany..Composite.leading.indicator;98.9
2023-08-01;Germany..Consumer.confidence.index;98.7
2023-08-01;Global..Business.confidence.index;99.3
2023-08-01;Global..Consumer.confidence.index;98.5
2023-09-01;Europe..Business.confidence.index;99.1
2023-09-01;Europe..Consumer.confidence.index;97.8
2023-09-01;Germany..Business.confidence.index;99.1
2023-09-01;Germany..Composite.leading.indicator;98.9
2023-09-01;Germany..Consumer.confidence.index;98.6
2023-09-01;Global..Business.confidence.index;99.3
2023-09-01;Global..Consumer.confidence.index;98.3
2023-10-01;Europe..Business.confidence.index;99.2
2023-10-01;Europe..Consumer.confidence.index;97.8
2023-10-01;Germany..Business.confidence.index;99.1
2023-10-01;Germany..Composite.leading.indicator;98.9
2023-10-01;Germany..Consumer.confidence.index;98.5
2023-10-01;Global..Business.confidence.index;99.2
2023-10-01;Global..Consumer.confidence.index;98.2
2023-11-01;Europe..Business.confidence.index;99.2
2023-11-01;Europe..Consumer.confidence.index;98.0
2023-11-01;Germany..Business.confidence.index;99.0
2023-11-01;Germany..Composite.leading.indicator;99.0
2023-11-01;Germany..Consumer.confidence.index;98.5
2023-11-01;Global..Business.confidence.index;99.2
2023-11-01;Global..Consumer.confidence.index;98.3
2023-12-01;Europe..Business.confidence.index;99.2
2023-12-01;Europe..Consumer.confidence.index;98.3
2023-12-01;Germany..Business.confidence.index;99.0
2023-12-01;Germany..Composite.leading.indicator;99.1
2023-12-01;Germany..Consumer.confidence.index;98.6
2023-12-01;Global..Business.confidence.index;99.3
2023-12-01;Global..Consumer.confidence.index;98.7
2024-01-01;Europe..Business.confidence.index;99.2
2024-01-01;Europe..Consumer.confidence.index;98.4
2024-01-01;Germany..Business.confidence.index;98.9
2024-01-01;Germany..Composite.leading.indicator;99.3
2024-01-01;Germany..Consumer.confidence.index;98.6
2024-01-01;Global..Business.confidence.index;99.4
2024-01-01;Global..Consumer.confidence.index;99.0
2024-02-01;Europe..Business.confidence.index;99.2
2024-02-01;Europe..Consumer.confidence.index;98.6
2024-02-01;Germany..Business.confidence.index;98.8
2024-02-01;Germany..Composite.leading.indicator;99.5
2024-02-01;Germany..Consumer.confidence.index;98.8
2024-02-01;Global..Business.confidence.index;99.5
2024-02-01;Global..Consumer.confidence.index;99.2
2024-03-01;Europe..Business.confidence.index;99.1
2024-03-01;Europe..Consumer.confidence.index;98.7
2024-03-01;Germany..Business.confidence.index;98.8
2024-03-01;Germany..Composite.leading.indicator;99.7
2024-03-01;Germany..Consumer.confidence.index;99.1
2024-03-01;Global..Business.confidence.index;99.5
2024-03-01;Global..Consumer.confidence.index;99.3
2024-04-01;Europe..Business.confidence.index;99.1
2024-04-01;Europe..Consumer.confidence.index;98.8
2024-04-01;Germany..Business.confidence.index;98.8
2024-04-01;Germany..Composite.leading.indicator;100.0
2024-04-01;Germany..Consumer.confidence.index;99.5
2024-04-01;Global..Business.confidence.index;99.6
2024-04-01;Global..Consumer.confidence.index;99.2
2024-05-01;Europe..Business.confidence.index;99.0
2024-05-01;Europe..Consumer.confidence.index;98.9
2024-05-01;Germany..Business.confidence.index;98.8
2024-05-01;Germany..Composite.leading.indicator;100.3
2024-05-01;Germany..Consumer.confidence.index;99.8
2024-05-01;Global..Business.confidence.index;99.5
2024-05-01;Global..Consumer.confidence.index;99.0
